sample_3000_tweets,class
حراره الفقد امي لم تبرد مع الوقت  انا فقط اعتدت عليها وروضت جموح اشتياقي وعمق احتياجي مع الوقت ٠٠٠اللهم ارحمها اضعاف شوقي وارفع منازلها وتجاوز واجزها عنا خير الجزاء٠٠٠اللهم اعني علي رفع اسمها وتخليد ذكراها والدعاء لهت ماحييت   فاطمه_الصمعاني  ,0
" الصحه
سلامه الطلبه السعوديين القادمين مدينه ووهان الصينيه وخلوهم  فيروس_كورونا ومغادرتهم الحجر الصحي  ",0
"ذكرت اللجنه الوطنيه للصحه في الصين  الاحد  ان عدد الوفيات بفيروس كورونا الجديد في البلاد بلغ الفا وستمءه وخمسه وستين حيث زاد عدد الوفيات في اقليم هوبي  مءه وتسعه وثلاثين  
  ",0
" وزاره_الصحه تعلن رسميا بفضل الله لم تسجل حتي حاله اصابه بفيروس  كورونا الجديد  Covid 19  داخل  المملكه    
وبلغ العدد الاجمالي للحالات حول العالم  69256  شخص معظمهم في  الصين  تعافي منهم  9645  بينما توفي 1669  وندعو الجميع اخذ المعلومه المصادر الرسميه   ",0
"ياااااااااااااااااااااع
وقال وين اجت الكورونا  ",0
تقريبا فيه حاله كورونا في الرحاب وربنا يستر رب بس الناس ماتستهونش ويا ريت الناس تبتدي تقرا عن اعراضه واسبابه وكده وناخد بالنا وربنا يحمينا باذن الله  ,0
"تطبيق صيني رسمي للتحقق خطر الاصابه بفيروس كورونا

 برامج  تطبيقات

  ",0
" الصين  ارتفاع وفيات  كورونا 1665 واكثر 65 مصاب



 صحيفه_المدينه 

   ",0
"بينها النساجون الشرقيون للسجاد    10 شركات مدرجه بالبورصه المصريه مدي تاثير انتشار فيروس كورونا عليها

التفاصيل     ",0
شبح كورونا يلقي بظلاله علي اسبوع الموضه في لندن  ,0
"يااااه ايام خلت وفتره طويله كيف حالك لقد تغير كان شخص وزنه لايتجاوز 45 
ولحظه رءيتي له شخص تجاوز 60 كيلو غرام
فدخل لداخلي حراره الذكريات كيف حاله وكيف اموره فوجدته تحسن بالكامل تبادلنا اطراف الحديث عن بالقسم فضحكنا لما  ",0
"والله قهر وباطل ماحد سال عليهم طيب وسفير اليمن راتبه اغلي راتب وزير بلعالم وتبعه حشم وخدم وين  
المهم اقعدوا عندكم وتركوا امركم لله موته اما بكرونا وفي الصين والا علي يد حوثيين واصلاحيين  ",0
وتجد سلطات الصحه اليابانيه صعوبه بتتبع مسارات العدوي لبعض حالات الاصابه ظهرت بالبلاد  ابيه ان الحكومه تحاول زياده عدد المراكز الطبيه المجهزه بشكل جيد والقادره علي التعامل مع تفشي الفيروس  وتم تخصيص مبلغ يفوق ال130 مليون لدعم ابحاث ايجاد علاج لفيروس  كوفيد 19    ,0
صور حقيقيه   هكذا يبدو فيروس  كورونا المجهر  ,0
معقول صحيح هلخبر عن الصين  ,0
نمت باحتقان وانتظر متي اقوم وفيني حراره    وشكله مستعجل ما انتظر لين اصحي الصباح الله المستعان بس  ,0
تشرفت المدرسه بزياره مشرف الصحه المدرسيه  حسين عامر المالكي     للوقوف علي سير العمل    وبعض التوجيهات حول الصحه العامه واستخدام التقنيه ومرض كورونا  الملف_الاعلامي_بوزاره_التعليم_١٤٤١  ,0
بيحضر حواوشي للقضاء علي الكورونا      ,0
" عيال_الرقيبه
يع ودك تحشرهم في الصين يجيهم كورونا ونرتاح تفكيرهم المتخلف  ",0
" فرنسا تسجل حاله وفاه بفيروس كورونا الجديد في اوروبا
توفي ساءح صيني يبلغ العمر 80 عاما امس الجمعه في مستشفي بفرنسا كان يوجد به نهايه اصابته بفيروس كورونا الجديد  ليسجل حاله وفاه بالفيروس في اوروبا
 معا_ضد_كورونا  ",0
"ارتفاع عدد الاصابات كورونا  355 حاله علي متن  السفينه الموبوءه  

  جريده_الان  ",0
" ياسر_ايوب يكتب  الحرب بين  طوكيو  كورونا
  ",0
احنا مش خايفين فيروس كورونا   اد ما احنا خايفين ان وزاره الصحه بتاعتنا قررت تواجهه     ,0
كورونا وجهه نظر مصريه  ,0
" اسراءيل تعلن اصابه مواطنيها  كورونا علي متن السفينه اليابانيه

  ",0
جابو حتي لعابا مزيانين بقا غير كورونا  ,0
علاج كورونا علاج فيروس سي بس نزود البقدونس نقلل نسبه الطحينه   ,0
"المتحدث وزاره الصحه  اغلقنا وطهرنا مكان العمل ومكان الاقامه لحاله كورونا في مصر امن تماما
 الحكايه
 MBCMASR  ",0
ندرس اقامه مدينه صناعيه حديثه في خليص تستوعب صناعات ثقيله الصين وتايوان وروسيا والمانيا وهولاء يفكرون نقل الصناعه  ,0
الانفتاح السعودي علي الصين ليس استثناء  وانما يعبر عن استراتيجيه تبنتها  السعوديه تهدف خلالها تنويع الحلفاء  والتوجه شرقا باتجاه روسيا والهند والصين  لكن الاخيره اخذت النصيب الاكبر  ,0
وزاره الصحه توعز بوضع العاءدين دول الشرق الاقصي رهن الحجر الصحي  ,0
"خايف حمامتي الكورونا    
او انا مريضه ولا عندها ضعف النظر ولا حوله راحت لغيري  ",0
"احدث تطورات   كورونا  في الصين

للتفاصيل   ",0
 الامارات تسجل اصابه جديده بفيروس كورونا   ,0
" تلوث_الهواء في مستوي قياسي في بكين   
 الصين_كورونا
  ",0
تساءلات حول قدره  النقدي الاجنبي  لحمايه الصين فيروس  كرورنا   ,0
نفسي اعرف كيف الفيروز شاف الصين لما غزاها مغما علي عيونه بكيس ومربوط برقبته فين شافهم بالله افيدونا         ,0
بعد ازمه  كورونا    تويوتا وهوندا تستعدان لاعاده تشغيل مصانع  ,0
"وزيره الصحه تعلن انتهاء الحجر الصحي للمصريين العاءدين الصين
 TeNTV  TeNNEWS  ",0
صحف بريطانيه تناقش وصول كورونا افريقيا ظاهره التحرش في مصر ومعايير فيسبوك الامنيه  ,0
فلترحلوا انتم ايران فانتم وباء علي لبنان دماءكم دفعتموها اجل المشروع الفارسي المعادي لكل ماهو عربي ومسلم راياتكم الطاءفيه   ,0
سءال  ان شاء الله في مسح لفيروس كورونا علي القادمون الكويت في المنافذ الجويه والبريه للكويتيين وغير الكويتيين   ,0
رجال الاعمال والاقتصاديون   رءي مختلفه حول  كورونا   ,0
كورونا مجوزه مره اشوف كورونا مجوزه       ,0
الصين تعلن تراجع نسبه الحالات الحرجه المصابه بكورونا  ,0
"70 اصابه جديده بفيروس  كورونا  علي متن السفينه  اميره الالماس  

 كورونا 
 بوابه_الاخبار
  ",0
بعد الغاء مءتمر الجوال تخوفا كورونا   فيسبوك تلغي لقاءها العالمي للتسويق  ,0
وزير الدفاع الامريكي يعلن المواجهه مع الصين  التحدي الاول وليس روسيا  ,0
"اللهم امين وياك يارب العالمين 
وش فيكي عسي 
ليكون فيكي كورونا الله يصرفو عنا  وعن المسلمين       ",0
"الصين وضعها خطير
كمامات وحفاظات  
وزياده في عدد الاصابات والوفيات

الله يرفع عنهم الضر ويحفظنا منه
 كورونا  ",0
"التنمر حل في نفس المعتدي حوله عدو لمجتمعه وباء مجتمعه بالخسران والتنكر حل علي جسد او مسمع المعتدي عليه حوله لبءره ضعف وانهزم وقتل في داخله مكامن قوته تنهض به وبمجتمعه  
  ",0
"عندي تساءل صغير 
وش معني دبي اكثر مدينه يشفي مصابين كورونا الجديد 
هل لان عندهم اكسبو السنه ذي مثلا  ",0
"
مرحبا
اتسال عن الاوضاع الصحيه في اندونيسيا  كورونا  لاني اخطط لسفر اندونيسيا نهايه الشهر
فهل اكتشاف حاله هناك   ",0
انتحار طالب في السعوديه بعد احتجازه للاشتباه باصابته بفيروس كورونا المشهد اليمني  ,0
بص الاول الشخص بيعمل اوبيرتعش وبيقل العرق عشان رفع الحراره اصلا ده ميكانيزم اساسا دفاعي الجسم فا اما توصل للمرحله بعدها الحراره بتعلي المفروض تبدا تنزلها بخافض حراره وكمادات خاصه لو اعلي ٣٨ اما تبدا تنزل الجسم لوحده بيعمل وبيعرق فالغطا ملوش علاقه  ,0
كورونا كورونا      ,0
"الصين  اقاله مزيد المسءولين في مقاطعه هوبي مركز تفشي  كورونا 
  ",0
وكيل صحه سوهاج يشارك جامعه سوهاج ندوه توعويه عن فيروس كورونا المستجد  ,0
الحرب العالميه بوجهها الجديد كورونا  ,0
"طالب سعودي يبتكر طريقه لحمايه الحرم المكي وزاءريه كورونا
 ساعه_شباب 
 خليجيه  ",0
"لفته انسانيه برشلونه للتضامن مع الصين كورونا


نيوز سناب سي ان ان  ",0
" عشان اشوف شذوذكم فسوقكم دا ذنبكم العظيم الشنيع البيهدم مجتمعات بيخرب الطبيعه السبب في فيروس كورونا ادعو عليكم فتره لفتره امكن احاول ارجعكم لميولكم الطبيعيه 
جاوبت بدلا  ",0
"بينها النساجون الشرقيون للسجاد    10 شركات مدرجه بالبورصه المصريه مدي تاثير انتشار فيروس كورونا عليها

التفاصيل     ",0
كورونا تفتك باعضاءه كما في الصين تدمرهم  ,0
خوفا كورونا   البنوك الصينيه تبدا تعقيم الاوراق النقديه  ,0
"بعد الفديوهات تاتي الصين 
المرض قاتل جدا  حتي رءيه مشتبه به تءدي لهستيريا رجال الامن يعاملونه كاوحش لا قتله  قد يكونوا علي صواب لاننا لا نعرف مدي الخطوره ولا اعداد الضحايا ولكن الرحمه حلوه عسي الله ان يكشف البلاء  ",0
 الصحه  تعلن سلامه الطلبه القادمين ووهان الصينيه   وتءكد مغادرتهم الحجر الصحي  ,0
 الصحه  في غزه تبدا اجراءات حجر صحي كورونا  ,0
"جايه بدي انزل الopenCV بطلعلي هيك  
كورونا واضحه يعني   
اذا مش البشر الكمبيوتر  ",0
"الاخضر مريح للنظر كان يصطحب بمناور وشباك لدخول الهواء والشمس تنشر بالدفء وتملء المكان حراره   

اتغزل  ",0
 كورنا_الجديد  كورونا  كورنا_الصين  فيروس_كورونا  فيروس_الصين  فيروس_كرونا  مجله_نقطه_العلميه  ,0
مع حضرتك واءيد سيادتكم فيه وحق الصين في الرد مكفول لكن السءال يطرح نفسه اخر الحرب الكلاميه اه فتح مجال اكثر تجاري للصين ام تتجمد العلاقات وتتعقد بين البلدين لعب اقتصادي بحت    ,0
"المحاكم الصينيه  
اخفاء اعراض الاصابه بفيروس  كورونا_الجديد 
عمدا او الادلاء ببيانات زاءفه تتعلق بها 
يمثل جريمه تصل عقوبتها الاعدام   ",0
" صحتك_مع_سبق

الدكتور الرحيلي يحذر   المشروبات الغازيه والمحلاه وباء بمعني الكلمه    ",0
" الامارات تعلن عن اصابه جديده بفايروس  كورونا تعود لصيني حالته مستقره 
 عكاظ 
 ان_تكون_اولا
  ",0
يعمي الصين عملت مستشفي ١٠ ايام وانتوا بدكن سنين بعد فوق ال ١٠ سنين  ,0
وفيات كورونا تتجاوز 1600 في الصين  بعد اعلان وفاه 139 مصابا في مقاطعه هوبي مركز انتشار الفيروس   ,0
"المشهد عميق وله اكثر تحليل  
التفسير الواضح للجميع وبكل بساطه اراد ان يهرب عن العالم بكل سلبياته تراكمت حوله في فتره قصيره  اما التفسير الاكثر سوداويه كان يحاول قتل نفسه عن طريق خفض حراره جسده او الاختناق  فلا ننسي بانه كان يعاني افكار انتحاريه   ",0
للحفاظ علي نفسك فيروس كورونا  ,0
مساكين الصين واليابان لم ينقذهم النار ولم يرسل احد  ,0
"حلمت  الاهلي يلعب الصين اياب نصف النهاءي الاسيوي ومتقدمين ٤ ٣ ومطرود لاعب الاهلي ومسجلين الرابع الدقيقه ٩٠ 

يااههه حسيت اني اشجع الهلال وانا احلم  ",0
کورونا واءرس کے اثرات براعظم ایشیا سے باہر تک سامنے انا شروع ہوكءے فرانس میں ہلاکت کا پہلا کیس سامنے اكیا  جانتے ہیں مرنیوالا شخص کون ہے    ,0
افكار مين استاذ  شوف حضرتك الفيديو والفيديوهات اللي تحته  انا بقول100الف عشان في الصين واخدين احتياطاتهم اللي عنده الفيروس بيتحجز يتعزل عن العالم  لا  اللي قابل الست دي عايش حياته عادي ومش في باله حاجه  احسب انت كام واحد ممكن عنده الفيروس غير ما يحس  بيعدي غيره  ,0
"شاهد لحظه خروج الطلاب السعوديين امضوا 14 يوما في العزل الاحترازي  الرياض وذلك بعد قدومهم مدينه  ووهان في  الصين

عبر 
  ",0
دامن كنتو علي شك عما يحدث للمنطقه منذو وقت قصير حالان ان اسكن في فرنسا لكن لا يوجد حالا والا شكوك علي وجود فيروس كورونا في فرنسا اجرءات المقاومه للفيروس اتخذت في وقوع الحدث بشكل مخفي عبر الحياه اليوميا وهناك دعم مخفي لي بعض تلك الشبه لا يخاف الصغار والكبار  ,0
غير الكورونا البيرا ما بهمنا نعرف   ,0
"تسجيل حاله اصابه جديده  فيروس_كورونا_المستجد
  ",0
الصحه السعوديه تعلن مغادره الطلبه القادمين الصين الحجر الصحي  ,0
"فاشل 
يا وباء في جسم وطن 
انت اخطر علي مصر الكورونا
 قاطعو_محمد_رمضان  ",0
تايوان تعلن عن حاله وفاه ناتجه عن فيروس  كورونا  ,0
"القاء محاضره توعويه لمجموعه طلاب المدرسه بعنوان  مرض كورونا اعراضه وطرق الوقايه منه  القاها الممرض عبدالعزيز العمار مستوصف الجريف 
تنسيق المرشد الصحي الاستاذ فهد الباهلي

  ",0
شكلك تبي احد يقولك معك كورونا هههههه  ,0
تراجع الحصيله اليوميه لاصابات فيروس  كورونا   ,0
 فيروس_كورونا ربنا يستر  ,0
اللهم استرنا الكورونا  ,0
الصين والفاتيكان يعقدان اجتماعا دبلوماسيا نادرا  ,0
كورونا    نقص الاقنعه يثير ذعر الاطباء  ,0
"الصين تعلن عن143 وفاهجديده بفيروس كورونا 

 السودان
 بلادالنيلين  ",0
الارقام الحقيقيه للمصابين بفيروس كورونا   ,0
فيروس كورونا يكون نشيط جدا في البرد سيفتك فتكا قدر الله ولكن الله ارحم مم ان يجمع علينا طاعونين النظام كورونا  ,0
" اتحاد_طلاب_اليمن_في_الصين
 اجلاء_يمنيين_ووهان  ",0
"ياناس ايش اخر اخبار فيروس كورونا امدري ايش اسمه تقولو عيوصل اليمن صدق مانقامرش به خوف  تخيلوا بعد حرب واخرتها نموت بفيروس وعاده كمان فيروس صيني حتي مش اصلي 
ههههههههههههه
       ",0
يمكن مطالبه وزاره الصحه في البحرين باتخاذ اجراءات احترازيه حاسمه لمنع دخول وانتشار  فيروس_كورونا_الجديد البحرين  هناك افراد عاءدين سنغافوره في مكان عملي ولكن لم يتم عزلهم لمده اسبوعين  طلبت اداره الموارد البشريه  رفضوا لانه لا يوجد اجراء او تعليمات رسميه  ,0
"مع تزايد المخاوف   كورونا    انديه ومشاهير يتحركون لمواجهه الوباء

  ",0
وزاره الصحه  للسءال عن  كورونا علي مدار الساعه   الاتصال علي الرقم   ,0
" صور  بدء اجراءات الحجر الصحي للعاءدين الصين داخل معبر رفح
تصوير  مثني النجار  ",0
الصحه في غزه تبدا اجراءات  الحجر الصحي  للعاءدين الصين  ,0
والله مافي مبرر ٣اسابيع احمر لا كورونا ولا غيره الاسواق العالميه مرتفعه سوقنه تتوقع السبب توجه السيوله للعقار  ,0
"عاجل  
 

 
اصابه 40 امريكيا كانوا علي متن السفينه السياحيه الموبوءه  دايموند برينسيس  في  اليابان بفيروس  كورونا  
 

 
 فيروس_كورونا 
   ",0
كورونا الشرق الاوسط كان ٢٠١٤    كان عز السوشيال ميديا   دا بالعكس فيسبوك دلوقتي بيمنع الاخبار الزاءفه عن كورونا المستجد ومكانش بيعمل دا مع كورونا الشرق الاوسط  ,0
عاجل  كوريا_الجنوبيه تخطط لاجلاء رعاياها السفينه الموبوءه بفيروس كورونا  ,0
كورونا رافع راسنا  ,0
"كلام بيضحك فيه عا جمهوره     
الصين  هواوي  رضخت وقبلت ان تدفع ما فرضه ترامب ٥  ارباحها كي تبقي تبيع في السوق الامريكي  
الصين مش حسن نصرالله  ",0
الاخبار انفو الجزاءر  انتهاء فتره حجر طلبه موريتانيا العاءدين الصين  ,0
"اتستبدلون ادني بالذي خير رقصتم وفرحتم بمقتل وتشريد وسجن الاطباء والعلماء والمعلمين والمصلحين فابدلكم الله بالذي ادني ليكونوا قدوه لاولادكم فلا تلوموا الا انفسكم
 كورونا 
 السيسي_يخدع_المصريين  ",0
والله انك صادقه كنت برد نفس ردك فعلا شي يحزن تفشي العري بشكل مخيف بين الصغيرهوالكبيره احيانانري البنت نقول الله يهديهاولكن عندمااري امها اعذرالبنت لان والديهاماربوهاعلي الحشمه والحياءلاادري كيف قلوبهن تطاوعهن يظهرن الناس الشكل والله لبس نوم الله يهديهم ويسترناويسترهم  ,0
يلعنم الحماس اخوي مءمن ان كورونا عقاب بالكفار ماني قادره اتحمل لحد ماشوف وجهه لما يعلنون اصابات ببلاد مسلمه  ,0
 사라를도와주세요 حرام الله يشفيها رب ويبلاهم الكورونا  ,0
 كورونا   ,0
تراجع الحصيله اليوميه لاصابات  كورونا المستجد  ,0
" يابلطان_ياااقادح
تنومس سيرته نهضه حراره
80F0  ",0
اتوقع ذنوب الصين في عام 1620  ,0
"اتفرجوا علي سنه مرعبه سنن الله في خلقه     

الصينيين وحالات انتحار بشكل متزايد فيروس كورونا 
اصبحت الصين عباره مكان مخيف جدا ومرعب ومازال الفيروس باقي ويتمدد  

 واخذناهم بالعذاب لعلهم يرجعون صدق الله العظيم     ",0
 عثرنا اخيرا علي علاج فيروس كورونا    واتساب  تعلق علي الرساله الغامضه  ,0
"اسباب المواجهه الامريكيه مع  الصين ليست كما بالامس حيث اخذت منحي مختلف خرجت عن سياقات  الحرب_التجاريه مدفوعه بتذرعات الحقوق الفكريه لتتحول بعد ادانه الصين جراء انتهاكاتها لحقوق الانسان وتهديد الامن القومي  
اظن ان الايام حبلي في عام 2020  
 كورونا  ",0
مافي غيرهم معروفين الله يشفيهم مرضهم مثل مرض كورونا ماله علاج البعير مايشوف عواج رقبته  ,0
كورونا فيروس ايه دكتوره انتي لحقتي تحطي الشابتر ده امتي  ,0
"احس ان فايروس  كورونا 
هو صناعه  امريكيه  
   ",0
"رب لطفك يارب
كورونا ناوي علينا    اليوم

وين الملاجي ووين الدرب
ان كنت حاكم عليه يدوم  ",0
" فيتو   عاجل
 الصين تبدا بانتاج علاج محتمل لفيروس  كورونا
  ",0
" عاجل بعد الاف كشف ومتابعه    الصحه تعلن موعد مغادره العاءدين  ووهان  الحجر
 صدي_البلد  البلد
  ",0
تعقيم الخزان الداخل  ,0
"ابن العشواءي يريد ينتقم قتله المجوسوي الجلب الله خير 
وهاي الناس تذبحت بدم بارد منو ينتقم الهم يكوكب بلوتو وين فيروس كورونا يجي يصيبهم بس حرامات ميتعذبون بالمرض فد مررض كون يسلهم سل كريم الله وميلكون اله علاج 
بس انوب يندفنون يم علي لا والله هم حرامات  ",0
